Dex Number,Pokemon Name,Primary Type,Secondary Type,Egg Groups,Spawn ID,Biomes,Anti-Biomes,Structures,Anti-Structures,Time,Weather,Moon Phase,Anti-Moon Phase,Presets,Weight,Bucket,Sky,Context,Source File
669,Flabebe Flower=Blue,fairy,,fairy,flabebe-blue-7,Floral Meadow,,,Sempiternal Sanctums,Any,Any,,,,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
669,Flabebe Flower=White,fairy,,fairy,flabebe-white-7,Floral Meadow,,,Sempiternal Sanctums,Any,Any,,,,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
669,Flabebe Flower=Pink,fairy,,fairy,flabebe-pink-7,Floral Meadow,,,Sempiternal Sanctums,Any,Any,,,,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
12,Butterfree,bug,flying,bug,butterfree-1,Temperate,"Floral, Freezing, Spooky",,,Any,Clear,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
12,Butterfree,bug,flying,bug,butterfree-2,Floral,,,,Any,Clear,,,natural,10.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
12,Butterfree Valencian,bug,flying,bug,butterfree-valencian-3,"Jungle, Tropical Land",,,,Any,Clear,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
12,Butterfree Valencian,bug,flying,bug,butterfree-valencian-4,Floral Meadow,,,Sempiternal Sanctums,Any,Any,,,,5.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
205,Forretress,bug,steel,bug,forretress-1,Taiga,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
205,Forretress Shulker,bug,steel,bug,forretress-shulker-2,End,,,,Any,Any,,,"natural, end_city",2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
267,Beautifly,bug,flying,bug,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
248,Tyranitar,rock,dark,monster,tyranitar-1,Mountain,Freezing,,,Any,Any,,,"natural, wild",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
248,Tyranitar,rock,dark,monster,tyranitar-2,Mountain,,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
714,Noibat,flying,dragon,"flying, dragon",noibat-1,Spooky,,,,Any,Any,,1,natural,5,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
714,Noibat,flying,dragon,"flying, dragon",noibat-2,Spooky,,,,Any,Any,1,,natural,11,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
714,Noibat,flying,dragon,"flying, dragon",noibat-3,Overworld,"Deep Dark, Dripstone",,,Any,Any,,,natural,5,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
714,Noibat,flying,dragon,"flying, dragon",noibat-4,Dripstone,Deep Dark,,,Any,Any,,,natural,9.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
714,Noibat,flying,dragon,"flying, dragon",noibat-5,Deep Dark,,,,Any,Any,,,natural,9.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
582,Vanillite,ice,,mineral,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
609,Chandelure,ghost,fire,amorphous,chandelure-1,Nether/ Soul Fire,,,,Any,Any,,,natural,0.02,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
609,Chandelure,ghost,fire,amorphous,chandelure-2,Overworld,,,,Any,Any,,,mansion,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
368,Gorebyss,water,,water_1,gorebyss-1,Deep Ocean,,,,Any,Any,,,underwater,0.5,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
368,Gorebyss,water,,water_1,gorebyss-2,Warm Ocean,,,,Any,Any,,,underwater,0.5,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
495,Snivy,grass,,"field, grass",snivy-1,Jungle,,,,Any,Any,,,"natural, treetop",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
610,Axew,dragon,,"monster, dragon",axew-1,"Mountain, Highlands",,,,Any,Any,,,,3,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
268,Cascoon,bug,,bug,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
132,Ditto,normal,,ditto,ditto-1,Overworld,Ocean,,,Any,Any,,,natural,2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
132,Ditto,normal,,ditto,ditto-2,Overworld,Ocean,,,Any,Any,,,natural,10.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
132,Ditto,normal,,ditto,ditto-3,Overworld,,,,Any,Any,,,mansion,10.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
108,Lickitung,normal,,monster,lickitung-1,Grassland,,,,Any,Any,,,natural,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
180,Flaaffy,electric,,"monster, field",flaaffy-1,"Highlands, Plains",,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
618,Stunfisk,ground,electric,"water_1, amorphous",Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
279,Pelipper,water,flying,"water_1, flying",pelipper-1,"Coast, Ocean, Sky, Tropical Land",Freezing,,,Any,Any,,,"natural, treetop",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
150,Mewtwo,psychic,,undiscovered,mewtwo-1,Overworld,,,,Any,Any,,,,0.2,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
398,Staraptor,normal,flying,flying,staraptor-1,"Hills, Sky, Snowy Forest, Taiga",Arid,,,Any,Any,,,"natural, treetop",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
356,Dusclops,ghost,,amorphous,dusclops-1,Spooky,,,,Any,Any,,,natural,0.54,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
356,Dusclops,ghost,,amorphous,dusclops-2,Nether/ Soul Sand,,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
153,Bayleef,grass,,"monster, grass",bayleef-1,Floral,,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
153,Bayleef,grass,,"monster, grass",bayleef-2,Floral Meadow,,,Sempiternal Sanctums,Any,Any,,,,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
691,Dragalge,poison,dragon,"water_1, dragon",dragalge-1,Ocean,,,,Any,Any,,,underwater,0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
744,Rockruff,rock,,field,rockruff-1,Hills,,,,Any,Any,,,,5.8,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
4,Charmander,fire,,"monster, dragon",charmander-1,"Hills, Volcanic",,,,Any,Clear,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
4,Charmander,fire,,"monster, dragon",charmander-2,Nether/ Basalt,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
441,Chatot,normal,flying,flying,chatot-1,Jungle,,,,Any,Any,,,"natural, treetop",10.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
441,Chatot,normal,flying,flying,chatot-2,Tropical Land,,,,Any,Any,,,"natural, treetop",6.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
441,Chatot,normal,flying,flying,chatot-3,Sky,,,,Any,Any,,,"natural, treetop",10.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
941,Kilowattrel,electric,flying,"water_1, flying",Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
195,Quagsire,water,ground,"water_1, field",quagsire-1,Lush,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
195,Quagsire,water,ground,"water_1, field",quagsire-2,Lush,,,,Any,Any,,,underwater,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
195,Quagsire,water,ground,"water_1, field",quagsire-3,Overworld,Lush,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
195,Quagsire,water,ground,"water_1, field",quagsire-4,Overworld,Lush,,,Any,Any,,,underwater,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
195,Quagsire,water,ground,"water_1, field",quagsire-5,Swamp,Has Block/Mud,,,Any,Rain,,,natural,0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
195,Quagsire,water,ground,"water_1, field",quagsire-6,Swamp,Has Block/Mud,,,Any,Any,,,underwater,0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
705,Sliggoo,dragon,,dragon,sliggoo-1,Swamp,,,,Any,Rain,,,"natural, wild",0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
705,Sliggoo,dragon,,dragon,sliggoo-2,Swamp,,,,Any,Clear,,,"natural, wild",0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
705,Sliggoo Hisuian,dragon,,dragon,sliggoo-hisuian-3,"Dripstone, Lush",,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
705,Sliggoo Hisuian,dragon,,dragon,sliggoo-hisuian-4,Overworld,,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
869,Alcremie,fairy,,"fairy, amorphous",alcremie-1,Overworld,,,,Any,Any,,,,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
869,Alcremie,fairy,,"fairy, amorphous",alcremie-2,Overworld,,,,Any,Any,,,,0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
869,Alcremie,fairy,,"fairy, amorphous",alcremie-3,Overworld,,,,Any,Any,,,mansion,0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
770,Palossand,ghost,ground,amorphous,palossand-1,Beach,,,,Any,Any,,,,5.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
415,Combee,bug,flying,bug,combee-1,Temperate,"Freezing, Spooky",,,Any,Clear,,,natural,9.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
415,Combee,bug,flying,bug,combee-2,The Bumblezone,,,Sempiternal Sanctums,Any,Any,,,,99.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
584,Vanilluxe,ice,,mineral,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
861,Grimmsnarl,dark,fairy,"fairy, human_like",grimmsnarl-1,Magical,,,,Any,Any,,,"natural, wild",0.06,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
861,Grimmsnarl,dark,fairy,"fairy, human_like",grimmsnarl-2,"Nether/ Forest, Nether/ Warped",Nether/ Desert,,,Any,Any,,,"natural, wild",0.06,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
573,Cinccino,normal,,field,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
713,Avalugg,ice,,"monster, mineral",avalugg-1,Frozen Ocean,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
713,Avalugg,ice,,"monster, mineral",avalugg-2,Frozen Ocean,,,,Any,Any,,,water_surface,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
713,Avalugg,ice,,"monster, mineral",avalugg-3,Nether/ Frozen,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
565,Carracosta,water,rock,"water_1, water_3",carracosta-1,Lush,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
565,Carracosta,water,rock,"water_1, water_3",carracosta-2,Lush,,,,Any,Any,,,underwater,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
688,Binacle,rock,water,water_3,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
5,Charmeleon,fire,,"monster, dragon",charmeleon-1,"Hills, Volcanic",,,,Any,Clear,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
5,Charmeleon,fire,,"monster, dragon",charmeleon-2,Nether/ Basalt,,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
122,Mrmime,psychic,fairy,human_like,mrmime-1,Overworld,Freezing,,,Any,Any,,,"natural, urban",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
122,Mrmime,psychic,fairy,human_like,mrmime-2,Overworld,Freezing,,,Any,Any,,,"natural, village",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
122,Mrmime,psychic,fairy,human_like,mrmime-3,Overworld,,,,Any,Any,,,mansion,0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
198,Murkrow,dark,flying,flying,murkrow-1,Spooky,,,,Any,Any,,,"natural, treetop",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
198,Murkrow,dark,flying,flying,murkrow-3,Swamp,,,,Any,Any,,,"natural, treetop",5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
198,Murkrow,dark,flying,flying,murkrow-4,Taiga,,,,Any,Any,,,"natural, treetop",5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
198,Murkrow,dark,flying,flying,murkrow-7,Sky,,,,Any,Any,,,"natural, treetop",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
639,Terrakion,rock,fighting,undiscovered,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
855,Polteageist,ghost,,"mineral, amorphous",polteageist-1,Spooky,,,,Any,Any,,,,1.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
855,Polteageist Form=Antique,ghost,,"mineral, amorphous",polteageist-antique-1,Spooky,,,,Any,Any,,,,0.005,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
832,Dubwool,normal,,field,dubwool-1,"Mountain, Plains",,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
818,Inteleon,water,,"water_1, field",inteleon-1,,,,,Any,Any,,,"natural, freshwater",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
818,Inteleon,water,,"water_1, field",inteleon-2,,,,,Any,Any,,,"freshwater, underwater",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
106,Hitmonlee,fighting,,human_like,hitmonlee-1,Hills,,,,Any,Any,,,natural,0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
501,Oshawott,water,,field,oshawott-1,Beach,Freezing,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
501,Oshawott,water,,field,oshawott-2,Beach,Freezing,,,Any,Any,,,water_surface,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
501,Oshawott Region_Bias=Hisui,water,,field,oshawott-hisui-3,Coast,Beach,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
501,Oshawott Region_Bias=Hisui,water,,field,oshawott-hisui-4,Coast,Beach,,,Any,Any,,,water_surface,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
501,Oshawott Region_Bias=Hisui,water,,field,oshawott-hisui-5,Snowy Beach,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
501,Oshawott Region_Bias=Hisui,water,,field,oshawott-hisui-6,Snowy Beach,,,,Any,Any,,,water_surface,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
97,Hypno,psychic,,human_like,hypno-1,Overworld,Freezing,,,Any,Any,,,"natural, urban",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
97,Hypno,psychic,,human_like,hypno-2,Overworld,Freezing,,,Any,Any,,,"natural, village",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
175,Togepi,fairy,,undiscovered,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
892,Urshifu,fighting,dark,undiscovered,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
978,Tatsugiri,dragon,water,water_2,tatsugiri-1,Swamp,,,,Any,Any,,,"natural, wild",10.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
978,Tatsugiri,dragon,water,water_2,tatsugiri-2,Swamp,,,,Any,Any,,,underwater,10.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
55,Golduck,water,,"water_1, field",golduck-1,,,,,Any,Any,,,"natural, freshwater",0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
55,Golduck,water,,"water_1, field",golduck-2,,,,,Any,Any,,,"freshwater, underwater",0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
700,Sylveon,fairy,,field,sylveon-1,"Floral, Magical",Spooky,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
700,Sylveon,fairy,,field,sylveon-2,Overworld,,,,Any,Any,,,"natural, urban",0.025,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
700,Sylveon,fairy,,field,sylveon-3,Overworld,,,,Any,Any,,,"natural, village",0.025,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
700,Sylveon,fairy,,field,sylveon-4,Overworld,,,,Any,Any,,,mansion,0.125,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
728,Popplio,water,,"water_1, field",popplio-1,Coast,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
728,Popplio,water,,"water_1, field",popplio-2,Coast,,,,Any,Any,,,underwater,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
728,Popplio,water,,"water_1, field",popplio-3,Coast,,,,Any,Any,,,water_surface,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
505,Watchog,normal,,field,watchog-1,Grassland,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
78,Rapidash,fire,,field,rapidash-1,Grassland,,,,Any,Clear,,,natural,0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
78,Rapidash,fire,,field,rapidash-2,"Nether/ Overgrowth, Nether/ Wasteland",,,,Any,Any,,,natural,0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
78,Rapidash Galarian,fire,,field,rapidash-galarian-3,"Floral, Magical",,,,Any,Any,,,"natural, wild",1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
786,Tapulele,psychic,fairy,undiscovered,tapulele-1,"Forest, Jungle, Beach",,,,Any,Any,,,,0.2,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
13,Weedle,bug,poison,bug,weedle-1,"Forest, Jungle",Freezing,,,Any,Any,,,"natural, treetop",7.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
13,Weedle,bug,poison,bug,weedle-2,The Bumblezone,,,Sempiternal Sanctums,Any,Any,,,,3.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
349,Feebas,water,,"water_1, dragon",feebas-1,,,,,Any,Any,,,"freshwater, underwater",5,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
805,Stakataka,rock,steel,undiscovered,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
538,Throh,fighting,,human_like,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
947,Brambleghast,grass,ghost,grass,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
1023,Iron Crown,steel,psychic,undiscovered,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
336,Seviper,poison,,"field, dragon",Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
645,Landorus,ground,flying,undiscovered,landorus-1,Badlands,,,,Any,Clear,,,natural,2,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
514,Simisear,fire,,field,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
212,Scizor,bug,steel,bug,scizor-1,Jungle,,,,Any,Any,,,"natural, wild",0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
287,Slakoth,normal,,field,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
239,Elekid,electric,,undiscovered,elekid-1,"Hills, Plains",,,,Any,Any,,,natural,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
174,Igglybuff,normal,fairy,undiscovered,igglybuff-1,Floral,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
174,Igglybuff,normal,fairy,undiscovered,igglybuff-2,Plains,Floral,,,Any,Any,,,natural,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
967,Cyclizar,dragon,normal,field,cyclizar-1,Overworld,,,,Any,Any,,,natural,2.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
30,Nidorina,poison,,undiscovered,nidorina-1,Savanna,,,,Any,Any,,,"natural, wild",0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
99,Kingler,water,,water_3,kingler-1,Coast,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
270,Lotad,water,grass,"water_1, grass",lotad-1,Swamp,,,,Any,Rain,,,natural,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
270,Lotad,water,grass,"water_1, grass",lotad-2,Swamp,,,,Any,Any,,,water_surface,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
